LEARecordID,ORI,BatchID,TX_Type,Is_NFIA,SDate,STime,SDur,Is_ServCall,AT,Loc,City,PID,Ethn,Gend,GendNC,LGBT,Age,Is_LimEng,Disb,Is_Stud,StReas,Tr_ID,Act_CD,BasSearch_N,StReas_Given,PropType,Cb,ResCD
513264,CA0431100,,I,N,4/4/2023,14:03,5,N,"Patrol, traffic, field operations",Latham Street & Ortega Avenue,Mountain View,1,Hispanic/Latino(a),Male,,N,20,N,,,Traffic Violation,Moving,No Action Taken,,,,,Warning (verbal or written)
513291,CA0431100,,I,N,4/4/2023,14:34,10,N,"Patrol, traffic, field operations",Escuela Avenue & Latham Street,MOUNTAIN VIEW,1,White,Male,,N,60,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
513469,CA0431100,,I,N,4/4/2023,17:06,7,N,"Patrol, traffic, field operations",California St/Showers Drive,MOUNTAIN VIEW,1,Black/African American,Male,,N,21,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
513934,CA0431100,,I,N,4/4/2023,19:15,5,N,"Patrol, traffic, field operations",Central Expressway/ Shoreline,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,40,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
513940,CA0431100,,I,N,4/4/2023,21:30,5,N,"Patrol, traffic, field operations",Central Expressway/ Whisman,MOUNTAIN VIEW,1,Hispanic/Latino(a),Female,,N,40,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
513942,CA0431100,,I,N,4/4/2023,21:56,5,N,"Patrol, traffic, field operations",Shoreline/ Middlefield,MOUNTAIN VIEW,1,Middle Eastern or South Asian,Female,,N,20,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
513946,CA0431100,,I,N,4/4/2023,22:10,5,N,"Patrol, traffic, field operations",Shoreline/ Middlefield,MOUNTAIN VIEW,1,Hispanic/Latino(a),Female,,N,50,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
513948,CA0431100,,I,N,4/4/2023,22:53,5,N,"Patrol, traffic, field operations",Sr 237/ SR 85,MOUNTAIN VIEW,1,Hispanic/Latino(a),Female,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,
513951,CA0431100,,I,N,4/4/2023,17:53,5,N,"Patrol, traffic, field operations",El Camino Real/ Bay,MOUNTAIN VIEW,1,White,Male,,N,40,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
513954,CA0431100,,I,N,4/4/2023,18:21,5,N,"Patrol, traffic, field operations",SR 101/ Rengstorff,MOUNTAIN VIEW,1,Asian,Male,,N,40,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
513956,CA0431100,,I,N,4/4/2023,18:45,5,N,"Patrol, traffic, field operations",Rengstorff/ Junction,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,40,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
513963,CA0431100,,I,N,4/4/2023,18:55,5,N,"Patrol, traffic, field operations",Rengstorff/ Junction,MOUNTAIN VIEW,1,White,Male,,N,40,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
514205,CA0431100,,I,N,4/5/2023,2:11,5,N,"Patrol, traffic, field operations","Franklin St, California St",Mountain View,1,Asian,Male,,N,25,N,,,Traffic Violation,Moving,No Action Taken,,,,,Warning (verbal or written)
514327,CA0431100,,I,N,4/5/2023,4:59,5,N,"Patrol, traffic, field operations",El Camino Real & North San Antonio Road,Mountain View,1,Hispanic/Latino(a),Male,,N,40,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,Warning (verbal or written)
514364,CA0431100,,I,N,4/5/2023,6:02,15,N,"Patrol, traffic, field operations",500 Block East Evelyn Avenue,Mountain View,1,Hispanic/Latino(a),Male,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
514371,CA0431100,,I,N,4/5/2023,6:09,10,N,"Patrol, traffic, field operations",Escuela Avenue & Latham Street,Mountain View,1,Hispanic/Latino(a),Male,,N,20,Y,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
514672,CA0431100,,I,N,4/5/2023,14:27,5,N,"Patrol, traffic, field operations",El Monte Avenue & West El Camino Real,MOUNTAIN VIEW,1,"Hispanic/Latino(a),Asian",Male,,N,25,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
514807,CA0431100,,I,N,4/5/2023,16:17,5,N,"Patrol, traffic, field operations",El Monte Avenue & El Camino Real,Mountain View,1,White,Female,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
515605,CA0431100,,I,N,4/6/2023,2:07,30,N,"Patrol, traffic, field operations",2500 Block Leghorn Street,Mountain View,1,Hispanic/Latino(a),Male,,N,37,N,,,Traffic Violation,Equipment,Patrol car detention,,,,Drug Paraphernalia,"Citation for infraction,In-field cite and release"
515615,CA0431100,,I,N,4/6/2023,0:40,10,N,"Patrol, traffic, field operations",California Street & Oak Street,Mountain View,1,Hispanic/Latino(a),Male,,N,25,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
515617,CA0431100,,I,N,4/6/2023,0:35,20,N,"Patrol, traffic, field operations",East Evelyn Avenue & South Bernardo Avenue,Sunnyvale,1,White,Male,,N,29,N,,,Traffic Violation,Equipment,Vehicle impounded,,,,,Citation for infraction
515622,CA0431100,,I,N,4/5/2023,17:40,5,N,"Patrol, traffic, field operations",SR 101/ Shoreline,MOUNTAIN VIEW,1,Asian,Female,,N,35,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
515625,CA0431100,,I,N,4/5/2023,18:10,5,N,"Patrol, traffic, field operations",El Camino Real/ SR 85,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
515627,CA0431100,,I,N,4/5/2023,22:35,5,N,"Patrol, traffic, field operations",El Camino Real/ Bay St,MOUNTAIN VIEW,1,White,Male,,N,50,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
515629,CA0431100,,I,N,4/5/2023,22:45,5,N,"Patrol, traffic, field operations",El Camino Real/ Grant,MOUNTAIN VIEW,1,Middle Eastern or South Asian,Male,,N,20,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
515631,CA0431100,,I,N,4/5/2023,23:00,5,N,"Patrol, traffic, field operations",El Camino Real/ SR 237 ,MOUNTAIN VIEW,1,White,Male,,N,20,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
515634,CA0431100,,I,N,4/5/2023,23:25,5,N,"Patrol, traffic, field operations",El Camino Real/ SR 237,MOUNTAIN VIEW,1,Asian,Female,,N,20,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
515636,CA0431100,,I,N,4/5/2023,23:42,5,N,"Patrol, traffic, field operations",El Camino Real/ Bonita,MOUNTAIN VIEW,1,Asian,Male,,N,25,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
515641,CA0431100,,I,N,4/6/2023,0:07,5,N,"Patrol, traffic, field operations",Calderon/ Church,MOUNTAIN VIEW,1,White,Female,,N,55,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
515646,CA0431100,,I,N,4/6/2023,0:26,5,N,"Patrol, traffic, field operations",El Camino Real/ Americana,MOUNTAIN VIEW,1,White,Female,,N,35,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
515650,CA0431100,,I,N,4/6/2023,0:49,5,N,"Patrol, traffic, field operations",Shoreline/ Middlefield,MOUNTAIN VIEW,1,White,Male,,N,50,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
515653,CA0431100,,I,N,4/6/2023,1:09,5,N,"Patrol, traffic, field operations",Shoreline/ Mt Shadows,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
515656,CA0431100,,I,N,4/6/2023,2:00,5,N,"Patrol, traffic, field operations",Shoreline/ Middlefield,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,40,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
515659,CA0431100,,I,N,4/6/2023,2:22,5,N,"Patrol, traffic, field operations",El Camino Real/ Castro,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,40,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
515661,CA0431100,,I,N,4/6/2023,2:30,5,N,"Patrol, traffic, field operations",El Camino Real/ Bonita,MOUNTAIN VIEW,1,White,Male,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
515663,CA0431100,,I,N,4/6/2023,2:48,5,N,"Patrol, traffic, field operations",El Camino Real/ Sylvan,MOUNTAIN VIEW,1,Hispanic/Latino(a),Female,,N,40,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
515776,CA0431100,,I,N,4/6/2023,5:31,10,N,"Patrol, traffic, field operations",100 Block East El Camino Real,Mountain View,1,Pacific Islander,Male,,N,20,N,,,Traffic Violation,Moving,No Action Taken,,,,,Warning (verbal or written)
515810,CA0431100,,I,N,4/6/2023,5:36,20,N,"Patrol, traffic, field operations",California Street & Palo Alto Avenue,Mountain View,1,Hispanic/Latino(a),Female,,N,40,Y,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
515906,CA0431100,,I,N,4/6/2023,7:33,5,N,"Patrol, traffic, field operations",Ortega Avenue & Latham Street,Mountain View,1,White,Male,,N,25,N,,,Traffic Violation,Moving,No Action Taken,,,,,Warning (verbal or written)
515932,CA0431100,,I,N,4/6/2023,7:57,10,N,"Patrol, traffic, field operations",El Camino Real & North San Antonio Road,Mountain View,1,"Hispanic/Latino(a),White",Male,,N,45,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,Warning (verbal or written)
516503,CA0431100,,I,N,3/16/2023,19:10,10,N,"Patrol, traffic, field operations",1600 Block Amphitheatre Parkway,Mountain View,1,Middle Eastern or South Asian,Male,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
516518,CA0431100,,I,N,3/23/2023,21:35,10,N,"Patrol, traffic, field operations",Miramonte Avenue & Gest Drive,Mountain View,1,Hispanic/Latino(a),Male,,N,37,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
516524,CA0431100,,I,N,3/27/2023,18:50,10,N,"Patrol, traffic, field operations",1600 Block Amphitheatre Parkway,Mountain View,1,Hispanic/Latino(a),Male,,N,33,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
516528,CA0431100,,I,N,4/4/2023,19:17,10,N,"Patrol, traffic, field operations",Castro Street & High School Way,Mountain View,1,Asian,Male,,N,40,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,Citation for infraction
516531,CA0431100,,I,N,4/4/2023,23:40,10,N,"Patrol, traffic, field operations",West El Camino Real & El Monte Avenue,Mountain View,1,Hispanic/Latino(a),Male,,N,60,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
516534,CA0431100,,I,N,4/5/2023,23:18,10,N,"Patrol, traffic, field operations",East El Camino Real & Grant Road,Mountain View,1,Hispanic/Latino(a),Male,,N,26,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,Citation for infraction
516540,CA0431100,,I,N,4/5/2023,23:38,10,N,"Patrol, traffic, field operations",East El Camino Real & Grant Road,Mountain View,1,Middle Eastern or South Asian,Male,,N,61,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,Citation for infraction
516543,CA0431100,,I,N,4/5/2023,23:50,10,N,"Patrol, traffic, field operations",East El Camino Real & Grant Road,Mountain View,1,Middle Eastern or South Asian,Male,,N,38,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,Citation for infraction
516555,CA0431100,,I,N,4/6/2023,18:18,15,N,"Patrol, traffic, field operations",San Antonio Road & East Charleston Road,Palo Alto,1,Hispanic/Latino(a),Male,,N,45,N,,,Traffic Violation,Equipment,No Action Taken,,,,,In-field cite and release
516555,CA0431100,,I,N,4/6/2023,18:18,15,N,"Patrol, traffic, field operations",San Antonio Road & East Charleston Road,Palo Alto,2,Hispanic/Latino(a),Male,,N,50,N,,,Traffic Violation,Equipment,No Action Taken,,,,,
516560,CA0431100,,I,N,4/6/2023,0:05,10,N,"Patrol, traffic, field operations",East El Camino Real & The Americana,Mountain View,1,Asian,Male,,N,31,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,Citation for infraction
516566,CA0431100,,I,N,4/6/2023,0:20,10,N,"Patrol, traffic, field operations",East El Camino Real & Dale Avenue,Mountain View,1,Hispanic/Latino(a),Male,,N,35,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,Citation for infraction
516573,CA0431100,,I,N,4/6/2023,1:35,10,N,"Patrol, traffic, field operations",Rengstorff Avenue & Latham Street,Mountain View,1,Asian,Male,,N,26,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,Citation for infraction
516576,CA0431100,,I,N,4/6/2023,1:55,10,N,"Patrol, traffic, field operations",North Rengstorff Avenue & Old Middlefield Way,Mountain View,1,Asian,Male,,N,32,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,Citation for infraction
516579,CA0431100,,I,N,4/6/2023,2:55,10,N,"Patrol, traffic, field operations",North Shoreline Boulevard & West Middlefield Road,Mountain View,1,Asian,Male,,N,34,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,Citation for infraction
516581,CA0431100,,I,N,4/6/2023,3:15,10,N,"Patrol, traffic, field operations",South Shoreline Boulevard & El Camino Real,Mountain View,1,Middle Eastern or South Asian,Male,,N,35,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,Citation for infraction
516771,CA0431100,,I,N,4/6/2023,20:51,5,N,"Patrol, traffic, field operations","Calderon Ave, W el Camino Real",Mountain View,1,Middle Eastern or South Asian,Male,,N,40,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,Warning (verbal or written)
516901,CA0431100,,I,N,4/6/2023,22:13,10,N,"Patrol, traffic, field operations",Independence Avenue & Charleston Road,Mountain View,1,White,Male,,N,35,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Citation for infraction
517135,CA0431100,,I,N,4/7/2023,0:45,10,N,"Patrol, traffic, field operations",1400 Block North Shoreline Boulevard,Mountain View,1,Pacific Islander,Male,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
517400,CA0431100,,I,N,4/7/2023,0:00,10,Y,"Patrol, traffic, field operations",800 Block California Street,Mountain View,1,White,Male,,N,51,N,,,Reasonable suspicion that the person was engaged in criminal activity,,No Action Taken,,,,,Warning (verbal or written)
517417,CA0431100,,I,N,4/7/2023,4:46,10,N,"Patrol, traffic, field operations",South Rengstorff Avenue & University Avenue,Mountain View,1,White,Male,,N,30,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,Warning (verbal or written)
517583,CA0431100,,I,N,4/7/2023,7:25,5,N,"Patrol, traffic, field operations",West El Camino Real & Showers Drive,Mountain View,1,Black/African American,Male,,N,55,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,Warning (verbal or written)
517635,CA0431100,,I,N,4/7/2023,5:29,30,N,"Patrol, traffic, field operations",West El Camino Real & Ortega Avenue,Mountain View,1,White,Male,,N,40,N,,,Traffic Violation,Moving,"Person removed from vehicle by order,Curbside detention, Search of person was conducted ,Search of property was conducted",,,,,Warning (verbal or written)
517635,CA0431100,,I,N,4/7/2023,5:29,30,N,"Patrol, traffic, field operations",West El Camino Real & Ortega Avenue,Mountain View,2,White,Male,,N,40,N,,,Consensual Encounter resulting in a search,," Search of person was conducted ,Search of property was conducted,Property was seized",,Contraband,"Drugs/narcotics,Drug Paraphernalia","Drugs/narcotics,Drug Paraphernalia",In-field cite and release
517688,CA0431100,,I,N,4/7/2023,9:31,10,Y,"Patrol, traffic, field operations",El Camino Real & Rich Avenue,Mountain View,1,Black/African American,Male,,N,30,N,,,Reasonable suspicion that the person was engaged in criminal activity,," Asked for consent to  search person, Search of person was conducted , Asked for consent to  search property,Search of property was conducted",Search pursuant to PRCS,,,,Warning (verbal or written)
517719,CA0431100,,I,N,4/7/2023,10:10,10,N,"Patrol, traffic, field operations",California Street & Mariposa Avenue,Mountain View,1,Hispanic/Latino(a),Male,,N,25,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
517788,CA0431100,,I,N,4/6/2023,9:20,30,Y,"Patrol, traffic, field operations",200 Block Evandale Avenue,Mountain View,1,Black/African American,Male,,N,20,N,,,Reasonable suspicion that the person was engaged in criminal activity,,"Curbside detention, Asked for consent to  search person, Search of person was conducted ,Person photographed",subject initially pat searched for weapons and later  consented to a search of his person. no contraband located.,,,,"Warning (verbal or written),Field interview card completed"
517825,CA0431100,,I,N,3/31/2023,7:18,60,Y,"Patrol, traffic, field operations",400 Block Stierlin Road,Mountain View,1,Hispanic/Latino(a),Male,,N,40,N,,,Reasonable suspicion that the person was engaged in criminal activity,,"Field sobriety test conducted,Handcuffed or flex cuffed, Asked for consent to  search person, Search of person was conducted ,Property was seized,Search of property was conducted, Asked for consent to  search property","subject consented to search of his person, no contraband found. meth pipe located near his discarded clothes and his vehicle was inventory searched prior to it being towed, post arrest.","Contraband,Impound of vehicle,Evidence",Drug Paraphernalia,Drug Paraphernalia,Custodial arrest without warrant
517920,CA0431100,,I,N,4/7/2023,14:56,10,N,"Patrol, traffic, field operations",700 Block North Rengstorff Avenue,MOUNTAIN VIEW,1,White,Male,,N,25,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
517934,CA0431100,,I,N,4/7/2023,15:18,5,N,"Patrol, traffic, field operations",East El Camino Real & Crestview Drive,Mountain View,1,Middle Eastern or South Asian,Male,,N,50,N,,,Traffic Violation,Moving,No Action Taken,,,,,Warning (verbal or written)
517980,CA0431100,,I,N,4/7/2023,15:34,5,N,"Patrol, traffic, field operations",100 Block North Whisman Road,Mountain View,1,Hispanic/Latino(a),Male,,N,18,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
518165,CA0431100,,I,N,4/7/2023,18:47,5,N,"Patrol, traffic, field operations",South Shoreline Boulevard & Church Street,Mountain View,1,White,Male,,N,60,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
518303,CA0431100,,I,N,4/7/2023,21:30,5,N,"Patrol, traffic, field operations",Hope Street & Villa Street,Mountain View,1,Asian,Female,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
518322,CA0431100,,I,N,4/7/2023,21:57,5,N,"Patrol, traffic, field operations",California Street & Franklin Street,Mountain View,1,White,Female,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,Warning (verbal or written)
