stopID,entryUpdateTime,stopTime,stopDuration,stopInResponseToCFS,street,intersection,PID,perceivedRace,perceivedDisability,perceivedLimitedEnglish,perceivedAge,perceivedGender,perceivedLgbt,genderNonconforming,contrabandOrEvidenceDiscovered,actionTakens,personSearchGiven,propertySearchGiven,basisForSearch,basisForSearchExplanation,reasonForStop,reasonForStopDetail,reasonForStopExplanation,resultOfStop
5753,1/3/2023 10:45,1/3/2023 10:43,10,FALSE,Altos oaks,,1, Hispanic/Latino/a, None,FALSE,45,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 62mph in a 45mph zone, Citation for infraction
5754,1/3/2023 11:03,1/3/2023 10:43,9,FALSE,Foothill expressway,Springer,1, Asian, None,FALSE,60,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Speeding, Citation for infraction
5755,1/3/2023 11:22,1/3/2023 11:12,5,FALSE,Springer, Cuesta,1, Hispanic/Latino/a, None,FALSE,23,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, Tinted front window, Warning (verbal or written)
5756,1/3/2023 11:35,1/3/2023 11:34,3,FALSE,el camino real,rengstorff ave,1, Hispanic/Latino/a, None,FALSE,30,Male,Yes,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", subject was using cell phone while driving, Warning (verbal or written)
5757,1/3/2023 11:37,1/2/2023 16:30,90,FALSE,n el monte avenue,pilgrim ave,1, White, None,FALSE,25,Male,No,FALSE, Drug Paraphernalia, Curbside detention; Handcuffed or flex cuffed; Person photographed; Search of person was conducted; Search of property was conducted,,, Incident to arrest, searched incident to arrest, Knowledge of outstanding arrest warrant/wanted person, , knew subject had active warrants, Custodial Arrest pursuant to outstanding warrant
5758,1/3/2023 11:38,1/2/2023 15:30,15,FALSE,el camino real,ortega avenue,1, White, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", suspended and expired registration, Warning (verbal or written)
5759,1/3/2023 11:40,1/3/2023 11:31,14,FALSE,Foothill Expressway ,St. Joseph ,1, Middle Eastern or South Asian, None,FALSE,18,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 66mph in a 45mph zone, Citation for infraction
5760,1/3/2023 12:06,1/3/2023 11:55,5,FALSE,el camino,del medio,1, White, None,FALSE,45,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", exp reg, Warning (verbal or written)
5761,1/3/2023 12:22,1/3/2023 12:10,10,FALSE,Dolores ,,1, White, None,FALSE,65,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 48mph in a 25mph zone, Citation for infraction
5762,1/3/2023 12:24,1/3/2023 11:00,5,FALSE,Fremont ,,1, White, None,FALSE,25,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 39mph in 25mph zone, Warning (verbal or written)
5763,1/3/2023 12:29,1/3/2023 11:40,8,FALSE,Foothill expressway,Springer,1, Hispanic/Latino/a, None,TRUE,35,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Speeding, Citation for infraction
5764,1/3/2023 14:32,1/3/2023 11:38,10,FALSE,n san antonio road,el camino real,1, White, None,FALSE,40,Male,No,FALSE, None, Asked for consent to search person; Person removed from vehicle by order, true,,, , Traffic Violation," Non-moving Violation, including Registration Violation", tinted windows, Warning (verbal or written)
5765,1/3/2023 17:58,1/3/2023 16:45,20,FALSE,el camino real,,1, White, None,FALSE,35,Male,No,FALSE, Drugs/narcotics, Handcuffed or flex cuffed; Property was seized; Search of person was conducted,,, Incident to arrest, incident to arrest, Traffic Violation," Non-moving Violation, including Registration Violation", possession of google bicycle, Custodial Arrest pursuant to outstanding warrant; In-field cite and release; In-field cite and release
5766,1/4/2023 11:13,1/4/2023 11:00,8,FALSE,foothill expressway,el monte ave,1, Asian, None,FALSE,50,Male,No,FALSE, None, None,,,, , Reasonable Suspicion, Other Reasonable Suspicion of a crime, vehicles license plate was returning as lost or stolen, No Action
5767,1/6/2023 7:21,1/6/2023 7:19,10,FALSE,el monte,cuesta,1, White, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, pno on file, Warning (verbal or written)
5768,1/6/2023 8:05,1/6/2023 8:03,10,FALSE,Foothill Expressway ,Springer rd ,1, Asian, None,FALSE,75,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Vehicle traveling 67mph.  Posted speed limit of 45mph., Citation for infraction
5769,1/6/2023 9:47,1/6/2023 9:30,8,FALSE,El Monte ,Bay tree ,1, White, None,FALSE,45,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Vehicle turned on red arrows. Three red arrows. Three no right on red signs, Citation for infraction
5770,1/6/2023 10:07,1/6/2023 10:04,5,FALSE,el camino real,clark ave,1, Hispanic/Latino/a, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", expired registration, Warning (verbal or written)
5771,1/6/2023 10:34,1/6/2023 10:20,10,FALSE,Fremont ,,1, White, None,FALSE,18,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 43mph in 25mph zone, Citation for infraction; Warning (verbal or written)
5772,1/6/2023 10:46,1/6/2023 10:07,5,FALSE,el camino real,,1, Pacific Islander, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", expired registration and broken brake light, Warning (verbal or written)
5773,1/6/2023 10:51,1/6/2023 10:40,8,FALSE,foothill expwy,springer,1, Asian, None,FALSE,60,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 63mph in 45, Citation for infraction
5774,1/6/2023 10:53,1/6/2023 10:40,10,FALSE,Covington ,Campbell,1, White, None,FALSE,65,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Paced vehicle at 40mph in a 25mph zone, Citation for infraction
5775,1/6/2023 12:35,1/6/2023 12:30,3,FALSE,Fremont ,,1, White, None,FALSE,16,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 60mph in 45 zone, Warning (verbal or written)
5776,1/6/2023 12:47,1/6/2023 0:30,8,FALSE,foothill expwy,springer,1, Asian, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 61mph in 45, Citation for infraction
5777,1/6/2023 13:01,1/6/2023 12:45,8,FALSE,Foothill Expressway ,St Joseph ,1, White, None,FALSE,85,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 60mph in a 45mph zone, Citation for infraction; Warning (verbal or written)
5778,1/6/2023 13:36,1/6/2023 13:17,13,FALSE,Fremont ,Altos oaks ,1, Middle Eastern or South Asian, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Driving westbound in the eastbound lane, Citation for infraction
5779,1/6/2023 15:57,1/6/2023 15:50,8,FALSE,fremont,springer,1, White, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 61mph in 45, Citation for infraction
5780,1/6/2023 16:24,1/6/2023 16:10,8,FALSE,foothill expwy,el monte,1, White, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 62mph in 45, Citation for infraction
5781,1/6/2023 19:20,1/6/2023 15:09,20,FALSE,distel drive,distel circle,1, Hispanic/Latino/a, None,FALSE,25,Male,No,FALSE, None, Asked for consent to search person; Asked for consent to search property; Person removed from vehicle by order; Search of person was conducted; Search of property was conducted, true, true, Consent given; Incident to arrest, driving on suspended license; driving on suspended license, Traffic Violation," Non-moving Violation, including Registration Violation", expired reg, In-field cite and release
5782,1/6/2023 19:22,1/6/2023 16:00,4,FALSE,el camino real,jordan ave,1, Hispanic/Latino/a, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", right brake light out, Warning (verbal or written)
5783,1/6/2023 19:28,1/6/2023 16:45,120,FALSE,s san antonio road,,1, White, None,FALSE,30,Male,No,FALSE, Drug Paraphernalia, Handcuffed or flex cuffed; Patrol car detention; Property was seized; Search of person was conducted; Search of property was conducted,,, Incident to arrest, stolen vehicle, Consensual Encounter resulting in a search, , vehicle had false registration tabs, Custodial Arrest without warrant; Custodial Arrest without warrant; Custodial Arrest without warrant
5784,1/7/2023 10:25,1/7/2023 10:24,5,FALSE,el camino real,del medio ave,1, Hispanic/Latino/a, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", expired registration, Warning (verbal or written)
5785,1/9/2023 14:56,1/9/2023 14:30,4,FALSE,FOOTHILL EXPR,EL MONTE AV,1, Hispanic/Latino/a, None,FALSE,22,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, FAIL TO STOP AT LINE FOR RED LIGHT, Warning (verbal or written)
5786,1/9/2023 22:26,1/9/2023 22:09,14,FALSE,SAN ANTONIO ROAD,FOOTHILL EXPRESSWAY,1, Hispanic/Latino/a, None,FALSE,20,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation," VEHICLE WAS TRAVELING SOUTH ON SAN ANTONIO AND AT THE INTERSECTION OF FOOTHILL EXPRESSWAY TURNING LEFT AND HEADING EASTBOUND, THE DRIVER FAILED TO SLOW OR STOP AT ALL, RUNNING THE REDLIGHT DIRECTLY IN FRONT OF ME.", Citation for infraction
5787,1/10/2023 21:14,1/10/2023 21:07,6,FALSE,EL MONTE,HAWTHORNE,1, Middle Eastern or South Asian, None,FALSE,60,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, REAR LICENSE PLATE WAS INOPERABLE AND LICENSE PLATE CAME BACK RECENTLY IMPOUNDED.  WAS WARNED FOR CVC 24252A., Warning (verbal or written)
5788,1/10/2023 21:24,1/10/2023 21:23,5,FALSE,san antonio,foothill,1, White," Intellectual or developmental disability, including dementia",FALSE,23,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 42 downtown, Citation for infraction
5789,1/10/2023 21:45,1/10/2023 21:42,5,FALSE,FIRST,WHITNEY,1, White, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, DRIVING ON WRONG DIRECTION OF PLAZA SOUTH, Warning (verbal or written)
5790,1/10/2023 22:36,1/10/2023 22:31,5,FALSE,ecr,miramonte,1, Hispanic/Latino/a, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, exp reg 4/22, Warning (verbal or written)
5791,1/11/2023 1:06,1/11/2023 0:29,30,FALSE,ARBORETUM ROAD,,1, Hispanic/Latino/a, None,FALSE,25,Male,No,FALSE, None, Handcuffed or flex cuffed; Patrol car detention; Person removed from vehicle by order; Search of person was conducted; Search of property was conducted,,, Condition of parole / probation/ PRCS / mandatory supervision; Officer Safety/safety of others, SEARCH OF VEHICLE AND PERSON HAD NO VIOLATIONS TO THE TERMS OF THEIR CDC PAROLE.; SEARCH OF VEHICLE AND PERSON HAD NO VIOLATIONS TO THE TERMS OF THEIR CDC PAROLE., Consensual Encounter resulting in a search, , FOLLOWED A VEHICLE TO THE TOP OF ARBORETUM.  THE VEHICLE APPEARED TO BE LOST.  I ASKED IF THEY NEEDED DIRECTIONS AND A RECORDS CHECK SHOWED HE WAS ON CDC PAROLE FOR 459.  SEARCH OF HIS PERSON AND VEHICLE WAS CONDUCTED NO VIOLATIONS FOUND., Field interview card completed
5792,1/11/2023 1:09,1/11/2023 0:29,30,FALSE,ARBORETUM ROAD,,1, Hispanic/Latino/a, None,FALSE,20,Female,No,FALSE, None, Patrol car detention; Person removed from vehicle by order; Search of person was conducted,,, Condition of parole / probation/ PRCS / mandatory supervision; Officer Safety/safety of others, SHE WAS PASSENGER IN VEHICLE OF MALE ON CDC PAROLE.  HE WASDRIVING HER CAR.; SHE WAS PASSENGER IN VEHICLE OF MALE ON CDC PAROLE.  HE WASDRIVING HER CAR., Consensual Encounter resulting in a search, , WAS PASSENGER IN THE VEHICLE OF MALE HALF WHO WAS ON CDC PAROLE.  SHE WAS CLEAR OF ANY WANTS/WARRANTS., No Action
5793,1/11/2023 23:29,1/11/2023 22:00,2,FALSE,El Camino real ,,1, White, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Stop sign, Warning (verbal or written)
5794,1/12/2023 13:53,1/11/2023 15:05,150,FALSE,el camino real,showers drive,1, White, None,FALSE,30,Male,No,FALSE, Drugs/narcotics, Asked for consent to search person; Asked for consent to search property; Handcuffed or flex cuffed; Patrol car detention; Person removed from vehicle by order; Property was seized; Search of person was conducted; Search of property was conducted, true, true, Consent given; Incident to arrest, subject had a warrant for his arrest; subject had a warrant for his arrest, Traffic Violation," Non-moving Violation, including Registration Violation", tinted front and side windows, Custodial Arrest pursuant to outstanding warrant; Custodial Arrest without warrant; Custodial Arrest without warrant; Custodial Arrest without warrant; Custodial Arrest without warrant; Custodial Arrest without warrant
5795,1/12/2023 17:05,1/12/2023 17:00,2,FALSE,foothill,el monte,1, White, None,FALSE,16,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 60 in 45, Warning (verbal or written)
5796,1/12/2023 22:33,1/12/2023 22:32,5,FALSE,El camino,Showers,1, Asian, None,TRUE,65,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Speeding, Warning (verbal or written)
5797,1/13/2023 12:24,1/13/2023 12:23,10,FALSE,el monte,cuesta,1, Hispanic/Latino/a, None,TRUE,30,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, brake lights, Warning (verbal or written)
5798,1/13/2023 13:17,1/13/2023 13:15,5,FALSE,MAGDALENA,FOOTHILL,1, Hispanic/Latino/a, None,FALSE,25,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", SUSPENDED REG, Warning (verbal or written)
5799,1/13/2023 14:53,1/13/2023 14:51,5,FALSE,GRANT,COVINGTON,1, White, None,FALSE,16,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, TEXTING ON CELL PHONE, Warning (verbal or written)
5800,1/13/2023 15:08,1/13/2023 15:07,5,FALSE,MIRAMONTE,BARBARA,1, White, None,FALSE,55,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", EXPIRED REG, Warning (verbal or written)
5801,1/14/2023 9:33,1/14/2023 9:31,5,FALSE,capistrano way,,1, Hispanic/Latino/a, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, license plate was reported stolen, No Action
5802,1/14/2023 23:34,1/14/2023 23:32,5,FALSE,san antonio,almendra,1, Black/African American, None,FALSE,50,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, no plates, Warning (verbal or written)
5803,1/15/2023 4:57,1/14/2023 20:06,45,FALSE,STATE STREET,,1, Asian, None,FALSE,45,Female,No,FALSE, Weapon(s) other than a firearm, Handcuffed or flex cuffed; Patrol car detention; Physical or Vehicle contact; Property was seized; Search of person was conducted; Search of property was conducted,,, Evidence of crime; Incident to arrest; Officer Safety/safety of others, SUSPECT WAS DETAINED AND ARRESTED FOR MULTIPE CHARGES.  A SEARCH INCIDENT ARREST WAS COMPLETED.; SUSPECT WAS DETAINED AND ARRESTED FOR MULTIPE CHARGES.  A SEARCH INCIDENT ARREST WAS COMPLETED.; SUSPECT WAS DETAINED AND ARRESTED FOR MULTIPE CHARGES.  A SEARCH INCIDENT ARREST WAS COMPLETED., Reasonable Suspicion, Matched suspect description, SUSPECT DETAINED WAS ACCUSED OF 245A1 AND 594A2.  A QUICK INVESTIGATION WITH THE RP AND VICTIM IMMEDIATELY SHOWED EVIDENCE OF BOTH.  SUSPECT ALSO HAD AN OUTSTANDING WARRANT AS WELL., Custodial Arrest pursuant to outstanding warrant; Custodial Arrest without warrant; Custodial Arrest without warrant
5804,1/15/2023 8:06,1/15/2023 8:04,5,FALSE,foothill  expy,san antonio,1, Hispanic/Latino/a, None,FALSE,17,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, using cell phone while driving, Warning (verbal or written)
5805,1/15/2023 9:31,1/14/2023 9:30,4,FALSE,San Antonio Rd,1st st,1, White, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, made left turn against sign, Warning (verbal or written)
5806,1/16/2023 14:49,1/16/2023 14:48,5,FALSE,n san antonio road,e portola ave,1, Middle Eastern or South Asian, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, ran a red light, Warning (verbal or written)
5807,1/17/2023 5:12,1/16/2023 20:19,10,FALSE,San Antonio ,,1, Hispanic/Latino/a, None,TRUE,30,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, Headlamp, Citation for infraction; Citation for infraction
5808,1/18/2023 8:51,1/18/2023 8:48,4,FALSE,homestead,fallen leaf,1, Middle Eastern or South Asian, None,FALSE,45,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, right turn from non-turn lane, Warning (verbal or written)
5809,1/18/2023 13:09,1/18/2023 13:08,15,FALSE,st joseph,granger,1, Hispanic/Latino/a, None,TRUE,25,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", expired/suspended reg, Warning (verbal or written)
5810,1/18/2023 22:40,1/18/2023 22:39,5,FALSE,grant road,,1, Hispanic/Latino/a, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", exp reg, Warning (verbal or written)
5811,1/19/2023 0:44,1/19/2023 0:42,10,FALSE,el camino real ,,1, Black/African American," Intellectual or developmental disability, including dementia; Mental health condition",FALSE,25,Male,No,FALSE, None, Asked for consent to search person; Asked for consent to search property; Handcuffed or flex cuffed; Search of person was conducted, true, true, Consent given; Officer Safety/safety of others, advised he had a knife gave consent to search; advised he had a knife gave consent to search, Consensual Encounter resulting in a search, , consent, Field interview card completed
5812,1/19/2023 4:04,1/19/2023 4:02,20,FALSE,el camino real,,1, Black/African American, None,FALSE,23,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, ran red light at ECR/LA ave, Citation for infraction; Warning (verbal or written); Warning (verbal or written)
5813,1/20/2023 5:46,1/20/2023 5:45,120,FALSE,ecr,san antonio,1, Asian, None,FALSE,50,Male,No,FALSE, None, Field sobriety test conducted; Handcuffed or flex cuffed; Patrol car detention; Search of person was conducted; Search of property was conducted,,, Incident to arrest, arrest, Traffic Violation, Moving Violation, duice asleep at wheel, Custodial Arrest without warrant
5814,1/20/2023 6:17,1/20/2023 0:31,40,FALSE,Queensbury ave,,1, Asian, None,FALSE,35,Female,No,FALSE, None, Handcuffed or flex cuffed; Patrol car detention; Search of person was conducted,,, Incident to arrest, Search incident to arrest, Reasonable Suspicion, Witness or Victim identification of Suspect at the scene, Felony domestic violence, Custodial Arrest without warrant
5815,1/20/2023 7:48,1/20/2023 7:30,12,FALSE,homestead,foothill,1, Hispanic/Latino/a, None,TRUE,25,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 71mph in 45, Citation for infraction; Citation for infraction
5816,1/20/2023 8:43,1/20/2023 8:00,8,FALSE,grant rd,foothill expwy,1, Asian, None,FALSE,50,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 61mph in 45, Citation for infraction
5817,1/20/2023 8:59,1/20/2023 8:57,3,FALSE,el camino real,monroe drive,1, Hispanic/Latino/a, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", expired registration, Warning (verbal or written)
5818,1/20/2023 13:55,1/20/2023 13:54,15,FALSE,el camino real,n san antonio road,1, Hispanic/Latino/a, None,FALSE,25,Male,No,FALSE, None, Asked for consent to search person; Asked for consent to search property; Person removed from vehicle by order; Search of person was conducted; Search of property was conducted, true,, Condition of parole / probation/ PRCS / mandatory supervision, , Traffic Violation," Non-moving Violation, including Registration Violation", expired registration, Warning (verbal or written)
5819,1/20/2023 15:57,1/20/2023 15:55,30,FALSE,el camino real,calderon ave,1, White, None,FALSE,60,Male,No,FALSE, Drug Paraphernalia, Asked for consent to search person; Asked for consent to search property; Person removed from vehicle by order; Search of person was conducted; Search of property was conducted,,, Evidence of crime, male had disabled placard belonging to an unknown person, Traffic Violation," Non-moving Violation, including Registration Violation", expired registration, In-field cite and release; In-field cite and release; In-field cite and release; In-field cite and release
5820,1/21/2023 10:20,1/21/2023 10:00,10,FALSE,EL CAMINO,ORTEGA,1, White, None,FALSE,43,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, STOP LAMP, Citation for infraction
5821,1/21/2023 10:24,1/21/2023 10:15,3,FALSE,SAN ANTONIO ,ALMOND,1, White, None,FALSE,48,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, SPEED, No Action
5822,1/21/2023 13:09,1/21/2023 13:07,4,FALSE,el camino real,fayette road,1, Middle Eastern or South Asian, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", driver as using his cellphone while driving, Warning (verbal or written)
5823,1/22/2023 21:44,1/22/2023 21:25,12,FALSE,El Camino Real,Monroe,1, White, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver east on El Camino Real. Visual speed 50 mph. Radar confirmed 55mph. Locked speed. Stopped driver on Del Medio. Identified by license. Cited and released. Speed limit 35 mph, Citation for infraction
5824,1/23/2023 9:39,1/23/2023 9:29,4,FALSE,San Antonio ,Pine,1, White, None,FALSE,60,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Speeding, Warning (verbal or written)
5825,1/23/2023 14:51,1/23/2023 14:40,3,FALSE,Springer,Berry,1, Middle Eastern or South Asian, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Speeding on foothill, Warning (verbal or written)
5826,1/24/2023 2:21,1/24/2023 2:20,5,FALSE,foothill,springer,1, Hispanic/Latino/a, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, illegal tint, Warning (verbal or written)
5827,1/24/2023 14:53,1/24/2023 11:03,9,FALSE,San antonio,Fayette,1, Hispanic/Latino/a, None,FALSE,30,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Speeding on San Antonio, Citation for infraction
5828,1/24/2023 21:40,1/24/2023 21:39,7,FALSE,el monte,shirlynn,1, Hispanic/Latino/a, None,TRUE,25,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, turned into and drove in bike lane, Warning (verbal or written)
5829,1/25/2023 1:55,1/25/2023 1:53,10,FALSE,san antonio,almond,1, Hispanic/Latino/a, None,FALSE,18,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, no lights on, Citation for infraction; Citation for infraction; Citation for infraction
5829,1/25/2023 1:55,1/25/2023 1:53,10,FALSE,san antonio,almond,2, Hispanic/Latino/a, None,FALSE,18,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, seatbelt passenger, Citation for infraction
5830,1/25/2023 2:18,1/25/2023 2:16,5,FALSE,ecr,el monte,1, Middle Eastern or South Asian, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, no nike light, Warning (verbal or written)
5831,1/25/2023 6:42,1/25/2023 6:39,5,FALSE,Foothill Expressway,high way 280,1, Hispanic/Latino/a, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", expired and suspended registration, Warning (verbal or written)
5832,1/25/2023 9:39,1/25/2023 9:25,12,FALSE,Foothill Expressway ,El Monte ,1, White, None,FALSE,20,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 64 mph in a 45 mph zone, Citation for infraction; Warning (verbal or written)
5833,1/25/2023 10:04,1/25/2023 10:01,5,FALSE,homestead road,,1, Hispanic/Latino/a; White, None,FALSE,42,Male,No,FALSE, None, None,,,, , Reasonable Suspicion, Other Reasonable Suspicion of a crime, registration was expired in 2020 but had 2022 tabs, No Action
5834,1/25/2023 10:42,1/25/2023 10:37,3,FALSE,El monte,Foothill Expressway ,1, White, None,FALSE,65,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Right on red.  No right turn signs posted, Warning (verbal or written)
5835,1/25/2023 10:56,1/25/2023 10:55,5,FALSE,el camino real,jordan ave,1, White, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", non working brake light and old registration tabs, Warning (verbal or written)
5836,1/25/2023 11:00,1/25/2023 10:58,5,FALSE,University ,,1, White, None,FALSE,35,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Right on red arrows.   No right on red signs posted, Warning (verbal or written)
