LEARecordID,ORI,BatchID,TX_Type,Is_NFIA,SDate,STime,SDur,Is_ServCall,AT,Loc,City,PID,Ethn,Gend,GendNC,LGBT,Age,Is_LimEng,Disb,Is_Stud,StReas,Tr_ID,Act_CD,BasSearch_N,StReas_Given,PropType,Cb,ResCD
657579,CA0431100,,I,N,5/18/2023,19:55,5,N,"Patrol, traffic, field operations",El Camino Real/ Phyliss Ave,MOUNTAIN VIEW,1,Asian,Female,,N,50,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
667553,CA0431100,,I,N,5/19/2023,16:00,5,N,"Patrol, traffic, field operations",East El Camino Real & Grant Road,Mountain View,1,White,Male,,N,30,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,Citation for infraction
657586,CA0431100,,I,N,5/25/2023,18:21,5,N,"Patrol, traffic, field operations",El Camino Real/ Dale,MOUNTAIN VIEW,1,White,Male,,N,70,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
657592,CA0431100,,I,N,5/25/2023,19:00,5,N,"Patrol, traffic, field operations",Rengstorff Ave/ Jewell,MOUNTAIN VIEW,1,Middle Eastern or South Asian,Female,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
667557,CA0431100,,I,N,5/25/2023,21:12,5,N,"Patrol, traffic, field operations",West Evelyn Avenue & Calderon Avenue,Mountain View,1,Middle Eastern or South Asian,Male,,N,40,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Citation for infraction
667560,CA0431100,,I,N,5/26/2023,16:50,5,N,"Patrol, traffic, field operations",Ellis Street & East Middlefield Road,Mountain View,1,Asian,Male,,N,40,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
641744,CA0431100,,I,N,5/31/2023,22:11,120,Y,"Patrol, traffic, field operations",2400 Block Whitney Drive,Mountain View,1,Black/African American,Female,,N,40,N,,,Reasonable suspicion that the person was engaged in criminal activity,,No Action Taken,,,,,Custodial arrest without warrant
657599,CA0431100,,I,N,5/31/2023,16:50,5,N,"Patrol, traffic, field operations",Rengstorff/ Junction ,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,20,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
641741,CA0431100,,I,N,6/1/2023,0:58,60,Y,"Patrol, traffic, field operations",500 Block Ortega Avenue,Mountain View,1,White,Male,,N,36,N,,,Reasonable suspicion that the person was engaged in criminal activity,,No Action Taken,,,,Drugs/narcotics,In-field cite and release
657610,CA0431100,,I,N,6/2/2023,16:38,5,N,"Patrol, traffic, field operations",Evelyn Ave/ SR 237,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,20,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Citation for infraction
657613,CA0431100,,I,N,6/2/2023,18:02,5,N,"Patrol, traffic, field operations",Bryant/ Truman,MOUNTAIN VIEW,1,White,Male,,N,18,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
657619,CA0431100,,I,N,6/6/2023,20:20,5,N,"Patrol, traffic, field operations",Rengstorff/ Jewell,MOUNTAIN VIEW,1,Middle Eastern or South Asian,Male,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
657627,CA0431100,,I,N,6/6/2023,22:21,5,N,"Patrol, traffic, field operations",Mary Ave/ Central Exwy,SUNNYVALE,1,Hispanic/Latino(a),Male,,N,20,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Citation for infraction
667562,CA0431100,,I,N,6/6/2023,16:00,5,N,"Patrol, traffic, field operations",Mariposa Avenue & Latham Street,Mountain View,1,Asian,Female,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
673253,CA0431100,,I,N,6/9/2023,0:40,5,N,"Patrol, traffic, field operations",200 Block Velarde Street,Mountain View,1,Hispanic/Latino(a),Male,,N,30,N,,,Traffic Violation,Moving," Search of person was conducted ,Search of property was conducted,Property was seized",Vehicle was searched due to the a meth pipe being located in the front passenger seat area. Subject was then searched as so was his residence after obtaining a warrant.,"Evidence,Contraband","Drugs/narcotics,Drug Paraphernalia,Cell phone(s) or electronic device(s)","Drugs/narcotics,Drug Paraphernalia,Cell phone(s) or electronic device(s)",Custodial arrest without warrant
673253,CA0431100,,I,N,6/9/2023,0:40,5,N,"Patrol, traffic, field operations",200 Block Velarde Street,Mountain View,2,Asian,Male,,N,30,N,,,Knowledge of outstanding arrest warrant/wanted person,," Search of person was conducted ,Search of property was conducted,Property was seized",Subject was on probation and there was a methamphetamine pipe located where he was sitting in the vehicle.,"Contraband,Evidence","Drugs/narcotics,Drug Paraphernalia","Drugs/narcotics,Drug Paraphernalia","Custodial arrest without warrant,Custodial arrest pursuant to outstanding warrant"
657638,CA0431100,,I,N,6/10/2023,17:22,5,N,"Patrol, traffic, field operations",Villa/ View,MOUNTAIN VIEW,1,Asian,Male,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Citation for infraction
657632,CA0431100,,I,N,6/11/2023,3:45,5,N,"Patrol, traffic, field operations",rengstorff/ Old Middlefield,MOUNTAIN VIEW,1,Middle Eastern or South Asian,Male,,N,25,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
657633,CA0431100,,I,N,6/11/2023,4:09,5,N,"Patrol, traffic, field operations",rengstoff/ leghorn,MOUNTAIN VIEW,1,Asian,Male,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
641735,CA0431100,,I,N,6/13/2023,22:38,60,N,"Patrol, traffic, field operations",600 Block West Evelyn Avenue,Mountain View,1,Black/African American,Male,,N,21,N,,,Knowledge of outstanding arrest warrant/wanted person,,Handcuffed or flex cuffed,,,,,Custodial arrest without warrant
657648,CA0431100,,I,N,6/13/2023,16:49,5,N,"Patrol, traffic, field operations",Old Middleifled/ Sierra Vista,MOUNTAIN VIEW,1,Asian,Male,,N,50,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
641729,CA0431100,,I,N,6/19/2023,21:21,120,N,"Patrol, traffic, field operations",600 Block Showers Drive,Mountain View,1,White,Male,,N,41,N,Other disability,,Consensual Encounter resulting in a search,," Search of person was conducted ,Property was seized",Subject admitted to having H&S. ,"Contraband,Evidence",Drug Paraphernalia,Drug Paraphernalia,Custodial arrest pursuant to outstanding warrant
668509,CA0431100,,I,N,6/21/2023,18:40,10,N,"Patrol, traffic, field operations",Rengstorff Avenue & Montecito Avenue,Mountain View,1,Hispanic/Latino(a),Male,,N,28,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
668512,CA0431100,,I,N,6/21/2023,18:10,10,N,"Patrol, traffic, field operations",Rengstorff Avenue & Montecito Avenue,Mountain View,1,Middle Eastern or South Asian,Male,,N,32,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,Citation for infraction
657649,CA0431100,,I,N,6/22/2023,17:52,5,N,"Patrol, traffic, field operations",Rengstorff Ave/ Jewell,MOUNTAIN VIEW,1,Middle Eastern or South Asian,Male,,N,38,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
657654,CA0431100,,I,N,6/22/2023,18:24,5,N,"Patrol, traffic, field operations",Rengstorff/ Jewell,MOUNTAIN VIEW,1,Asian,Female,,N,25,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
657656,CA0431100,,I,N,6/30/2023,23:08,5,N,"Patrol, traffic, field operations",Calderon/Villa,MOUNTAIN VIEW,1,White,Female,,N,20,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Citation for infraction
626091,CA0431100,,I,N,7/1/2023,7:12,10,N,"Patrol, traffic, field operations",El Camino Real & North San Antonio Road,Mountain View,1,Hispanic/Latino(a),Male,,N,21,Y,,,Traffic Violation,Moving,No Action Taken,,,,,Warning (verbal or written)
626222,CA0431100,,I,N,7/1/2023,9:12,10,N,"Patrol, traffic, field operations",West Dana Street & Bryant Street,Mountain View,1,Hispanic/Latino(a),Female,,N,50,N,,,Traffic Violation,Moving,No Action Taken,,,,,Warning (verbal or written)
626222,CA0431100,,I,N,7/1/2023,9:12,10,N,"Patrol, traffic, field operations",West Dana Street & Bryant Street,Mountain View,2,Hispanic/Latino(a),Female,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,Warning (verbal or written)
626222,CA0431100,,I,N,7/1/2023,9:12,10,N,"Patrol, traffic, field operations",West Dana Street & Bryant Street,Mountain View,3,Hispanic/Latino(a),Female,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,Warning (verbal or written)
626281,CA0431100,,I,N,7/1/2023,10:35,15,N,"Patrol, traffic, field operations",California Street & Escuela Avenue,Mountain View,1,Black/African American,Male,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Citation for infraction
626281,CA0431100,,I,N,7/1/2023,10:35,15,N,"Patrol, traffic, field operations",California Street & Escuela Avenue,Mountain View,2,Hispanic/Latino(a),Male,,N,18,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Citation for infraction
626281,CA0431100,,I,N,7/1/2023,10:35,15,N,"Patrol, traffic, field operations",California Street & Escuela Avenue,Mountain View,3,Hispanic/Latino(a),Male,,N,18,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Citation for infraction
626378,CA0431100,,I,N,7/1/2023,13:23,5,N,"Patrol, traffic, field operations",1100 Block West El Camino Real,Mountain View,1,Pacific Islander,Male,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,Warning (verbal or written)
626415,CA0431100,,I,N,7/1/2023,14:48,5,N,"Patrol, traffic, field operations",Showers Drive & West El Camino Real,Mountain View,1,Hispanic/Latino(a),Male,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,Warning (verbal or written)
626492,CA0431100,,I,N,7/1/2023,16:38,10,N,"Patrol, traffic, field operations",1700 Block West El Camino Real,Mountain View,1,Asian,Female,,N,50,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
626511,CA0431100,,I,N,7/1/2023,16:59,5,N,"Patrol, traffic, field operations",San Antonio Road & West El Camino Real,Mountain View,1,Hispanic/Latino(a),Female,,N,40,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
626517,CA0431100,,I,N,7/1/2023,17:06,10,N,"Patrol, traffic, field operations",1900 Block West El Camino Real,Mountain View,1,Asian,Male,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
626517,CA0431100,,I,N,7/1/2023,17:06,10,N,"Patrol, traffic, field operations",1900 Block West El Camino Real,Mountain View,2,Asian,Female,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
626517,CA0431100,,I,N,7/1/2023,17:06,10,N,"Patrol, traffic, field operations",1900 Block West El Camino Real,Mountain View,3,Asian,Male,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
626517,CA0431100,,I,N,7/1/2023,17:06,10,N,"Patrol, traffic, field operations",1900 Block West El Camino Real,Mountain View,4,Asian,Male,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
626517,CA0431100,,I,N,7/1/2023,17:06,10,N,"Patrol, traffic, field operations",1900 Block West El Camino Real,Mountain View,5,Asian,Male,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
626650,CA0431100,,I,N,7/1/2023,14:43,30,N,"Patrol, traffic, field operations",300 Block Bryant Street,Mountain View,1,Asian,Male,,N,35,N,,,Known to be on Parole / Probation / PRCS / Mandatory Supervision,,"Curbside detention, Search of person was conducted ,Search of property was conducted,Property was seized",,Evidence,Drug Paraphernalia,Drug Paraphernalia,In-field cite and release
626670,CA0431100,,I,N,7/1/2023,19:58,5,N,"Patrol, traffic, field operations",1300 Block West El Camino Real,Mountain View,1,Asian,Male,,N,60,N,,,Traffic Violation,Moving,No Action Taken,,,,,
626715,CA0431100,,I,N,7/1/2023,21:09,20,N,"Patrol, traffic, field operations",North Shoreline Boulevard & West Middlefield Road,Mountain View,1,Hispanic/Latino(a),Male,,N,35,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
626851,CA0431100,,I,N,7/1/2023,23:53,10,N,"Patrol, traffic, field operations",Moffett Boulevard & Central Expressway,Mountain View,1,White,Male,,N,50,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
626992,CA0431100,,I,N,7/2/2023,2:41,5,N,"Patrol, traffic, field operations",1800 Block Latham Street,Mountain View,1,Hispanic/Latino(a),Male,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
627016,CA0431100,,I,N,7/2/2023,3:13,5,N,"Patrol, traffic, field operations",Central Expressway & Moffett Boulevard,Mountain View,1,White,Female,,N,60,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,Warning (verbal or written)
627097,CA0431100,,I,N,7/2/2023,5:08,5,N,"Patrol, traffic, field operations",California Street & Escuela Avenue,Mountain View,1,White,Female,,N,65,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,Warning (verbal or written)
627343,CA0431100,,I,N,7/2/2023,5:19,30,Y,"Patrol, traffic, field operations",Mountain View,Mountain View,1,Asian,Male,,N,65,Y,,,Reasonable suspicion that the person was engaged in criminal activity,,"Field sobriety test conducted,Person photographed",,,,,Custodial arrest without warrant
627347,CA0431100,,I,N,7/2/2023,8:21,30,Y,"Patrol, traffic, field operations",400 Block North Shoreline Boulevard,Mountain View,1,Black/African American,Male,,N,30,N,,,Reasonable suspicion that the person was engaged in criminal activity,,Person photographed,,,,,
627491,CA0431100,,I,N,7/2/2023,15:40,5,N,"Patrol, traffic, field operations",East El Camino Real & Grant Road,Mountain View,1,Hispanic/Latino(a),Female,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
627530,CA0431100,,I,N,7/2/2023,16:17,5,N,"Patrol, traffic, field operations",California Street & Chiquita Avenue,Mountain View,1,White,Male,,N,70,N,,,Traffic Violation,Moving,No Action Taken,,,,,Warning (verbal or written)
671644,CA0431100,,I,N,7/2/2023,7:13,15,Y,"Patrol, traffic, field operations",900 Block West Dana Street,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,25,Y,,,Reasonable suspicion that the person was engaged in criminal activity,,"Field sobriety test conducted,Handcuffed or flex cuffed, Search of person was conducted ",Custodial search.,,,,"In-field cite and release,Custodial arrest without warrant,Contacted parent/legal guardian or other person responsible for the minor,Noncriminal transport or caretaking transport  (including transport by officer, ambulance, or another agency)"
628094,CA0431100,,I,N,7/3/2023,5:06,15,N,"Patrol, traffic, field operations",El Camino Real & El Monte Avenue,Mountain View,1,Hispanic/Latino(a),Female,,N,29,N,,,Traffic Violation,Moving,No Action Taken,,,,,"Citation for infraction,Warning (verbal or written)"
628951,CA0431100,,I,N,7/3/2023,21:40,5,N,"Patrol, traffic, field operations",Pioneer Way & East Evelyn Avenue,Mountain View,1,Hispanic/Latino(a),Male,,N,25,N,,,Traffic Violation,Moving,No Action Taken,,,,,Warning (verbal or written)
629085,CA0431100,,I,N,7/3/2023,23:32,10,N,"Patrol, traffic, field operations",Crisanto Avenue & Rengstorff Avenue,Mountain View,1,Hispanic/Latino(a),Male,,N,40,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
629462,CA0431100,,I,N,7/4/2023,7:18,10,N,"Patrol, traffic, field operations",el camino/castro,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Citation for infraction
629470,CA0431100,,I,N,7/4/2023,6:21,30,N,"Patrol, traffic, field operations",1300 Block Grant Road,Mountain View,1,White,Male,,N,50,N,,,Traffic Violation,Equipment,Person removed from vehicle by order,,,,Weapon(s) other than a firearm,Custodial arrest without warrant
630222,CA0431100,,I,N,7/4/2023,23:28,10,N,"Patrol, traffic, field operations",San Antonio Road & Charleston Road,Palo Alto,1,Hispanic/Latino(a),Male,,N,30,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,Warning (verbal or written)
630513,CA0431100,,I,N,7/4/2023,8:30,30,N,"Patrol, traffic, field operations",1600 Block West El Camino Real,Mountain View,1,Black/African American,Male,,N,40,N,,,Known to be on Parole / Probation / PRCS / Mandatory Supervision,,Curbside detention,,,,Drugs/narcotics,Custodial arrest without warrant
630517,CA0431100,,I,N,7/4/2023,10:13,180,N,"Patrol, traffic, field operations",Thea Circle,Mountain View,1,Hispanic/Latino(a),Female,,N,30,N,,,Reasonable suspicion that the person was engaged in criminal activity,,Patrol car detention,,,,Alcohol,Custodial arrest without warrant
668506,CA0431100,,I,N,7/4/2023,21:00,10,N,"Patrol, traffic, field operations",California 85 & El Camino Real,MOUNTAIN VIEW,1,Middle Eastern or South Asian,Male,,N,23,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
630325,CA0431100,,I,N,7/5/2023,0:55,5,Y,"Patrol, traffic, field operations",1900 Block Escuela Avenue,Mountain View,1,White,Male,,N,50,N,,,Traffic Violation,Moving,Person removed from vehicle by order,,,,,Warning (verbal or written)
630368,CA0431100,,I,N,7/5/2023,2:15,10,N,"Patrol, traffic, field operations",Villa Street,Mountain View,1,Middle Eastern or South Asian,Male,,N,36,N,,,Traffic Violation,Moving,No Action Taken,,,,,Warning (verbal or written)
631233,CA0431100,,I,N,7/5/2023,21:39,8,N,"Patrol, traffic, field operations",400 Block Moffett Boulevard,Mountain View,1,White,Female,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
631253,CA0431100,,I,N,7/5/2023,22:04,5,N,"Patrol, traffic, field operations",San Antonio/Charleston,PALO ALTO,1,White,Male,,N,45,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
631277,CA0431100,,I,N,7/5/2023,21:54,20,N,"Patrol, traffic, field operations",1200 Block West Middlefield Road,Mountain View,1,White,Female,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Citation for infraction
631325,CA0431100,,I,N,7/5/2023,22:36,10,N,"Patrol, traffic, field operations",Showers Drive & California Street,Mountain View,1,Hispanic/Latino(a),Male,,N,18,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
631393,CA0431100,,I,N,7/5/2023,23:11,20,N,"Patrol, traffic, field operations",Ortega Avenue & Latham Street,Mountain View,1,Hispanic/Latino(a),Male,,N,25,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
631454,CA0431100,,I,N,7/5/2023,23:55,5,N,"Patrol, traffic, field operations",1600 Block North Shoreline Boulevard,Mountain View,1,White,Female,,N,40,N,,,Traffic Violation,Moving,No Action Taken,,,,,Warning (verbal or written)
635678,CA0431100,,I,N,7/5/2023,10:52,120,Y,"Patrol, traffic, field operations",San Ramon Avenue,Mountain View,1,Asian,Male,,N,90,N,,,Reasonable suspicion that the person was engaged in criminal activity,,No Action Taken,,,,,Psychiatric hold  (Welfare & Institutions Code sections 5150 and/or 5585.20)
631461,CA0431100,,I,N,7/6/2023,0:19,20,N,"Patrol, traffic, field operations",Yuba Drive,Mountain View,1,Middle Eastern or South Asian,Male,,N,28,N,,,Reasonable suspicion that the person was engaged in criminal activity,,Person removed from vehicle by order,,,,Drugs/narcotics,Warning (verbal or written)
631461,CA0431100,,I,N,7/6/2023,0:19,20,N,"Patrol, traffic, field operations",Yuba Drive,Mountain View,2,Hispanic/Latino(a),Male,,N,28,N,,,Traffic Violation,Non-moving,Person removed from vehicle by order,,,,,
631715,CA0431100,,I,N,7/6/2023,5:58,20,N,"Patrol, traffic, field operations",400 Block North Shoreline Boulevard,Mountain View,1,Black/African American,Male,,N,50,N,,,Traffic Violation,Equipment,Person removed from vehicle by order,,,,,Custodial arrest pursuant to outstanding warrant
631781,CA0431100,,I,N,7/6/2023,7:59,10,N,"Patrol, traffic, field operations",Mariposa Avenue & California Street,Mountain View,1,Black/African American,Male,,N,30,N,,,Known to be on Parole / Probation / PRCS / Mandatory Supervision,,Curbside detention,,,,,
667566,CA0431100,,I,N,7/6/2023,16:58,5,N,"Patrol, traffic, field operations",East Middlefield Road & North Whisman Road,Mountain View,1,Asian,Male,,N,30,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,Citation for infraction
632927,CA0431100,,I,N,7/7/2023,2:26,5,N,"Patrol, traffic, field operations",North Rengstorff Avenue & Rock Street,Mountain View,1,Hispanic/Latino(a),Male,,N,50,N,,,Traffic Violation,Moving,No Action Taken,,,,,Warning (verbal or written)
632947,CA0431100,,I,N,7/7/2023,2:50,5,N,"Patrol, traffic, field operations",east el camino real,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,18,N,,,Traffic Violation,Equipment,Patrol car detention,,,,,Warning (verbal or written)
