LEARecordID,ORI,BatchID,TX_Type,Is_NFIA,SDate,STime,SDur,Is_ServCall,AT,Loc,City,PID,Ethn,Gend,GendNC,LGBT,Age,Is_LimEng,Disb,Is_Stud,StReas,Tr_ID,Act_CD,BasSearch_N,StReas_Given,PropType,Cb,ResCD
405848,CA0431100,,I,N,1/7/2023,7:20,5,N,"Patrol, traffic, field operations",2000 Block California Street,Mountain View,2,Hispanic/Latino(a),Male,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,
405897,CA0431100,,I,N,1/7/2023,8:23,5,N,"Patrol, traffic, field operations","S Bernardo Ave, E el Camino Real",Sunnyvale,1,Black/African American,Male,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,
405897,CA0431100,,I,N,1/7/2023,8:23,5,N,"Patrol, traffic, field operations","S Bernardo Ave, E el Camino Real",Sunnyvale,2,Black/African American,Female,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,
405918,CA0431100,,I,N,1/7/2023,8:38,5,N,"Patrol, traffic, field operations","N Mathilda Ave, Innovation Way",Sunnyvale,1,Asian,Female,,N,35,N,,,Traffic Violation,Moving,No Action Taken,,,,,
405927,CA0431100,,I,N,1/7/2023,8:44,10,N,"Patrol, traffic, field operations",Villa/Chiquita,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,25,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
405933,CA0431100,,I,N,1/7/2023,8:48,10,N,"Patrol, traffic, field operations",Evelyn / calderon,MOUNTAIN VIEW,1,Asian,Female,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,Warning (verbal or written)
405965,CA0431100,,I,N,1/7/2023,9:13,5,N,"Patrol, traffic, field operations",Evelyn / calderon,MOUNTAIN VIEW,1,Middle Eastern or South Asian,Male,,N,32,N,,,Traffic Violation,Moving,No Action Taken,,,,,Warning (verbal or written)
406017,CA0431100,,I,N,1/7/2023,10:07,5,N,"Patrol, traffic, field operations","Montecito Ave, Saw Mill Ln",Mountain View,1,Middle Eastern or South Asian,Male,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,
406017,CA0431100,,I,N,1/7/2023,10:07,5,N,"Patrol, traffic, field operations","Montecito Ave, Saw Mill Ln",Mountain View,2,Middle Eastern or South Asian,Female,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,
406042,CA0431100,,I,N,1/7/2023,10:43,5,N,"Patrol, traffic, field operations",Villa/Oak,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,35,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
406062,CA0431100,,I,N,1/7/2023,10:50,10,N,"Patrol, traffic, field operations",evelyn/calderon,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,35,N,,,Traffic Violation,Moving,Field sobriety test conducted,,,,,Warning (verbal or written)
406093,CA0431100,,I,N,1/1/2023,11:38,60,Y,"Patrol, traffic, field operations",Farley Street,Mountain View,1,Middle Eastern or South Asian,Male,,N,60,N,,,Reasonable suspicion that the person was engaged in criminal activity,,Curbside detention,,,,,Custodial arrest without warrant
406419,CA0431100,,I,N,1/7/2023,19:14,10,N,"Patrol, traffic, field operations",Hope Street & Church Street,Mountain View,1,Hispanic/Latino(a),Male,,N,21,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Citation for infraction
406794,CA0431100,,I,N,1/8/2023,2:23,5,N,"Patrol, traffic, field operations",West El Camino Real & Bay Street,Mountain View,1,Asian,Female,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,Warning (verbal or written)
407426,CA0431100,,I,N,1/8/2023,16:30,5,N,"Patrol, traffic, field operations",California Street & Bryant Street,Mountain View,1,Hispanic/Latino(a),Male,,N,40,Y,,,Traffic Violation,Moving,No Action Taken,,,,,Warning (verbal or written)
407693,CA0431100,,I,N,1/9/2023,1:24,5,N,"Patrol, traffic, field operations",California Street & Franklin Street,Mountain View,1,Hispanic/Latino(a),Male,,N,35,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,Warning (verbal or written)
408476,CA0431100,,I,N,1/9/2023,22:00,5,N,"Patrol, traffic, field operations",Central Expressway & Castro Street,Mountain View,1,White,Male,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
408499,CA0431100,,I,N,1/9/2023,22:36,5,N,"Patrol, traffic, field operations",West Dana Street & View Street,Mountain View,1,Black/African American,Male,,N,30,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,Citation for infraction
408503,CA0431100,,I,N,1/9/2023,22:38,15,N,"Patrol, traffic, field operations",Central Expressway & Whisman Station Drive,Mountain View,1,Hispanic/Latino(a),Male,,N,20,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,Citation for infraction
408600,CA0431100,,I,N,1/10/2023,0:21,10,N,"Patrol, traffic, field operations",200 Block Mariposa Avenue,Mountain View,1,Black/African American,Male,,N,50,N,,,Traffic Violation,Moving,No Action Taken,,,,,Warning (verbal or written)
408640,CA0431100,,I,N,1/10/2023,1:30,10,N,"Patrol, traffic, field operations",West El Camino Real & Boranda Avenue,Mountain View,1,White,Male,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
408948,CA0431100,,I,N,1/9/2023,13:17,30,Y,"Patrol, traffic, field operations",200 Block View Street,Mountain View,1,White,Male,,N,37,N,"Mental health condition,Intellectual or developmental disability, including dementia",,Consensual Encounter resulting in a search,, Search of person was conducted ,Searched before transport for 5150 hold,,,,"Psychiatric hold  (Welfare & Institutions Code sections 5150 and/or 5585.20),Noncriminal transport or caretaking transport  (including transport by officer, ambulance, or another agency)"
409180,CA0431100,,I,N,1/10/2023,17:40,15,N,"Patrol, traffic, field operations",Escuela Avenue & Latham Street,Mountain View,1,Asian,Male,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
409229,CA0431100,,I,N,1/10/2023,18:56,15,N,"Patrol, traffic, field operations",2200 Block Latham Street,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,20,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
409297,CA0431100,,I,N,1/10/2023,21:40,5,N,"Patrol, traffic, field operations",1500 Block California Street,Mountain View,1,Hispanic/Latino(a),Male,,N,25,N,,,Traffic Violation,Moving,No Action Taken,,,,,Warning (verbal or written)
409548,CA0431100,,I,N,1/11/2023,2:57,2,N,"Patrol, traffic, field operations",View St/Villa Street,MOUNTAIN VIEW,1,White,Female,,N,60,N,,,Traffic Violation,Moving,No Action Taken,,,,,Warning (verbal or written)
409718,CA0431100,,I,N,1/11/2023,7:50,10,N,"Patrol, traffic, field operations",1400 Block West El Camino Real,Mountain View,1,Hispanic/Latino(a),Male,,N,21,N,,,Knowledge of outstanding arrest warrant/wanted person,,Person removed from vehicle by order,,,,,Custodial arrest without warrant
409875,CA0431100,,I,N,1/11/2023,13:04,5,N,"Patrol, traffic, field operations",California Street,Mountain View,1,Asian,Male,,N,45,N,,,Traffic Violation,Moving,No Action Taken,,,,,Warning (verbal or written)
410221,CA0431100,,I,N,1/11/2023,19:22,10,N,"Patrol, traffic, field operations",West El Camino Real & Rengstorff Avenue,Mountain View,1,Hispanic/Latino(a),Male,,N,30,Y,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
410378,CA0431100,,I,N,1/11/2023,22:18,5,N,"Patrol, traffic, field operations",2500 Block West El Camino Real,Mountain View,1,Hispanic/Latino(a),Male,,N,35,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
410406,CA0431100,,I,N,1/11/2023,22:48,5,N,"Patrol, traffic, field operations",100 Block East El Camino Real,Mountain View,1,White,Male,,N,55,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
410407,CA0431100,,I,N,1/11/2023,22:08,10,N,"Patrol, traffic, field operations",rengstorff avenue/el camino real,MOUNTAIN VIEW,1,White,Male,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,"Citation for infraction,Warning (verbal or written)"
410425,CA0431100,,I,N,1/11/2023,23:03,10,N,"Patrol, traffic, field operations",North Shoreline Boulevard,Mountain View,1,Hispanic/Latino(a),Male,,N,42,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
410528,CA0431100,,I,N,1/12/2023,0:43,5,N,"Patrol, traffic, field operations",2400 Block Charleston Road,Mountain View,1,Middle Eastern or South Asian,Male,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,
410553,CA0431100,,I,N,1/12/2023,1:02,5,N,"Patrol, traffic, field operations",2000 Block California Street,Mountain View,1,Hispanic/Latino(a),Male,,N,35,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
410585,CA0431100,,I,N,1/12/2023,1:30,10,N,"Patrol, traffic, field operations","W el Camino Real, Bonita Ave",Mountain View,1,White,Female,,N,65,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
410672,CA0431100,,I,N,1/10/2023,1:44,30,Y,"Patrol, traffic, field operations",700 Block Mercy Street,Mountain View,1,White,Female,,N,50,N,Other disability,,Reasonable suspicion that the person was engaged in criminal activity,,"Patrol car detention, Search of person was conducted ,Search of property was conducted,Property was seized, Asked for consent to  search person, Asked for consent to  search property","Search conducted after the female suspect gave consent, and via search incident to arrest after her felony warrant was confirmed. A methamphetamine pipe was located and seized. ",Contraband,Drug Paraphernalia,Drug Paraphernalia,Custodial arrest pursuant to outstanding warrant
410778,CA0431100,,I,N,1/12/2023,6:00,5,N,"Patrol, traffic, field operations",California Street & Rengstorff Avenue,Mountain View,1,Hispanic/Latino(a),Male,,N,20,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,Warning (verbal or written)
410805,CA0431100,,I,N,1/4/2023,23:45,30,Y,"Patrol, traffic, field operations",1900 Block Rock Street,Mountain View,1,Black/African American,Male,,N,30,N,,,Reasonable suspicion that the person was engaged in criminal activity,,"Handcuffed or flex cuffed, Search of person was conducted ",The subject was searched due to being placed on a mental health hold.,,,,Custodial arrest without warrant
410811,CA0431100,,I,N,1/11/2023,23:50,5,N,"Patrol, traffic, field operations",800 Block Independence Avenue,Mountain View,1,Hispanic/Latino(a),Male,,N,55,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
410882,CA0431100,,I,N,1/12/2023,7:55,5,N,"Patrol, traffic, field operations",West El Camino Real & Bay Street,Mountain View,1,Black/African American,Male,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,Warning (verbal or written)
410952,CA0431100,,I,N,1/12/2023,8:50,15,N,"Patrol, traffic, field operations",West El Camino Real & Castro Street,Mountain View,1,White,Male,,N,30,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,Warning (verbal or written)
410955,CA0431100,,I,N,1/12/2023,9:15,5,N,"Patrol, traffic, field operations",West El Camino Real & Del Medio Avenue,Mountain View,1,"Black/African American,White",Male,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
411017,CA0431100,,I,N,1/12/2023,10:40,15,N,"Patrol, traffic, field operations",West El Camino Real & North San Antonio Road,Mountain View,1,Hispanic/Latino(a),Male,,N,45,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
411636,CA0431100,,I,N,1/12/2023,20:58,10,N,"Patrol, traffic, field operations",Escuela Avenue & Villa Street,Mountain View,1,White,Male,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
411679,CA0431100,,I,N,1/12/2023,19:30,5,N,"Patrol, traffic, field operations",500 Block Villa Street,Mountain View,1,White,Female,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,Warning (verbal or written)
411834,CA0431100,,I,N,1/12/2023,23:10,5,N,"Patrol, traffic, field operations",san antonio / hwy101,Mountain View,1,Hispanic/Latino(a),Male,,N,25,N,,,Traffic Violation,Equipment,No Action Taken,,,,,
411958,CA0431100,,I,N,1/13/2023,0:24,10,N,"Patrol, traffic, field operations",leghorn / rengstorff,Mountain View,1,Hispanic/Latino(a),Male,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
412089,CA0431100,,I,N,1/13/2023,2:20,5,N,"Patrol, traffic, field operations",1000 Block Villa Street,Mountain View,1,Asian,Female,,N,25,N,,,Traffic Violation,Moving,No Action Taken,,,,,Warning (verbal or written)
412115,CA0431100,,I,N,1/13/2023,2:58,5,N,"Patrol, traffic, field operations",Middlefield Avenue,Mountain View,1,Hispanic/Latino(a),Female,,N,20,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
412127,CA0431100,,I,N,1/13/2023,3:01,5,N,"Patrol, traffic, field operations",4200 Block West Middlefield Road,Palo Alto,1,White,Male,,N,50,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
412156,CA0431100,,I,N,1/13/2023,3:25,5,N,"Patrol, traffic, field operations",hwy 237 / mathilda,SUNNYVALE,1,Black/African American,Male,,N,40,N,,,Traffic Violation,Equipment,No Action Taken,,,,,
